linha;serie;clube_id;jogador_chave;clube;clube_curto;jogador;posicao;setor;forca;idade;valor_brl;pe;numero;nacionalidade;moral;energia;homonimo;no_patch;salario_semanal
179;A;17776;17776|davidantunes;Chapecó FC;Chapecó FC;Márcio Nunes;MC;MID;54;29;11470000;R;19;Brasil;70;100;;editado;98800
180;A;17776;17776|gustavotalles;Chapecó FC;Chapecó FC;Leonardo Pinto;LAD;DEF;53;20;10210000;R;23;Brasil;70;100;;editado;93600
181;A;199;199|yurialberto;Fiel Paulista;Fiel Paulista;Raimundo Melo;CA;ATT;87;33;91980000;R;9;Brasil;70;100;;editado;686000
182;A;199;199|brenobidon;Fiel Paulista;Fiel Paulista;Everton Rocha;MC;MID;86;30;102070000;L;7;Brasil;70;100;;editado;648000
183;A;199;199|andre;Fiel Paulista;Fiel Paulista;Matheus Vieira;MC;MID;84;21;90870000;R;49;Brasil;70;100;;editado;572000
184;A;199;199|rodrigogarro;Fiel Paulista;Fiel Paulista;Everton Bezerra;MEI;MID;82;29;78260000;L;8;Brasil;70;100;;editado;496000
185;A;199;199|hugosouza;Fiel Paulista;Fiel Paulista;Fabinho;GOL;GK;81;31;63960000;R;1;Brasil;70;100;;editado;458000
186;A;199;199|matheuzinho;Fiel Paulista;Fiel Paulista;Antônio Melo;LAD;DEF;79;32;51540000;R;2;Brasil;70;100;;editado;400000
187;A;199;199|guinegao;Fiel Paulista;Fiel Paulista;Gustavo Ferreira;CA;ATT;78;31;51660000;R;56;Brasil;70;100;;editado;380000
188;A;199;199|memphisdepay;Fiel Paulista;Fiel Paulista;Thiago Cardoso;CA;ATT;78;23;58420000;R;10;Brasil;70;100;;editado;380000
189;A;199;199|matheusbidu;Fiel Paulista;Fiel Paulista;Fábio Barbosa;LAE;DEF;78;19;53840000;L;21;Brasil;70;100;;editado;380000
190;A;199;199|dieguinho;Fiel Paulista;Fiel Paulista;Tavinho;PD;ATT;75;26;51550000;L;61;Brasil;70;100;;editado;320000
191;A;199;199|raniele;Fiel Paulista;Fiel Paulista;Otávio Pereira;VOL;MID;75;26;51550000;R;14;Brasil;70;100;;editado;320000
192;A;199;199|kaiocesar;Fiel Paulista;Fiel Paulista;Carlos Farias;PD;ATT;75;26;51550000;L;37;Brasil;70;100;;editado;320000
193;A;199;199|tchoca;Fiel Paulista;Fiel Paulista;Wellington Monteiro;ZAG;DEF;75;24;49640000;R;4;Brasil;70;100;;editado;320000
194;A;199;199|allan;Fiel Paulista;Fiel Paulista;Leandro Freitas;VOL;MID;71;29;35040000;L;29;Brasil;70;100;;editado;240000
195;A;199;199|pedroraul;Fiel Paulista;Fiel Paulista;Renato Nunes;CA;ATT;71;33;28100000;R;18;Brasil;70;100;;editado;240000
196;A;199;199|matheuspereira;Fiel Paulista;Fiel Paulista;Raimundo Martins;MC;MID;71;34;26370000;L;23;Brasil;70;100;;editado;240000
197;A;199;199|jesselingard;Fiel Paulista;Fiel Paulista;Deco;MEI;MID;70;32;27120000;R;77;Brasil;70;100;;editado;220000
198;A;199;199|pedromilans;Fiel Paulista;Fiel Paulista;Renato Santos;LAD;DEF;68;20;27580000;R;20;Brasil;70;100;;editado;202000
199;A;199;199|kayke;Fiel Paulista;Fiel Paulista;Fábio Oliveira;PE;ATT;68;28;30180000;R;31;Brasil;70;100;;editado;202000
200;A;199;199|alexsantana;Fiel Paulista;Fiel Paulista;Robson Guimarães;MC;MID;65;27;26500000;R;80;Brasil;70;100;;editado;175000
201;A;199;199|matheusdonelli;Fiel Paulista;Fiel Paulista;Denilson Araújo;GOL;GK;65;20;23130000;R;32;Brasil;70;100;;editado;175000
202;A;199;199|charles;Fiel Paulista;Fiel Paulista;Nathan Freitas;VOL;MID;64;25;23900000;R;35;Brasil;70;100;;editado;166000
203;A;199;199|vitinho;Fiel Paulista;Fiel Paulista;Alex Santos;PE;ATT;63;25;22260000;R;11;Brasil;70;100;;editado;157000
204;A;199;199|andrecarrillo;Fiel Paulista;Fiel Paulista;Yuri Freitas;MC;MID;63;29;21020000;R;19;Brasil;70;100;;editado;157000
205;A;199;199|andreramalho;Fiel Paulista;Fiel Paulista;Kaiquinho;ZAG;DEF;63;31;18940000;B;5;Brasil;70;100;;editado;157000
206;A;199;199|hugo;Fiel Paulista;Fiel Paulista;Wallace Cardoso;LAE;DEF;63;29;21020000;L;46;Brasil;70;100;;editado;157000
207;A;199;199|gustavohenrique;Fiel Paulista;Fiel Paulista;Denilson Correia;ZAG;DEF;63;30;19980000;R;13;Brasil;70;100;;editado;157000
208;A;199;199|felipelongo;Fiel Paulista;Fiel Paulista;Bruno Ribeiro;GOL;GK;60;23;16690000;R;40;Brasil;70;100;;editado;130000
209;A;199;199|gabrielpaulista;Fiel Paulista;Fiel Paulista;Fernando Carvalho;ZAG;DEF;60;22;16360000;R;3;Brasil;70;100;;editado;130000
210;A;199;199|fabrizioangileri;Fiel Paulista;Fiel Paulista;Yuri Costa;LAE;DEF;59;23;15860000;L;26;Brasil;70;100;;editado;124800
211;A;776;776|lucasronier;Curitiba FC;Curitiba FC;Thiago Martins;PD;ATT;77;29;54140000;L;11;Brasil;70;100;;editado;360000
212;A;776;776|pedromorisco;Curitiba FC;Curitiba FC;Ricardo Vieira;GOL;GK;76;20;48870000;R;1;Brasil;70;100;;editado;340000
213;A;776;776|jpchermont;Curitiba FC;Curitiba FC;Fernando Melo;LAD;DEF;75;21;46770000;R;44;Brasil;70;100;;editado;320000
214;A;776;776|joaquinlavega;Curitiba FC;Curitiba FC;André Ferreira;PE;ATT;75;20;45820000;L;7;Brasil;70;100;;editado;320000
215;A;776;776|brenolopes;Curitiba FC;Curitiba FC;Marcos Ribeiro;PE;ATT;73;27;45500000;R;77;Brasil;70;100;;editado;280000
216;A;776;776|jacy;Curitiba FC;Curitiba FC;Felipe Peixoto;ZAG;DEF;71;26;37800000;R;55;Brasil;70;100;;editado;240000
217;A;776;776|felipejonatan;Curitiba FC;Curitiba FC;Wesley Bezerra;LAE;DEF;70;30;30280000;L;6;Brasil;70;100;;editado;220000
218;A;776;776|sebastiangomez;Curitiba FC;Curitiba FC;Márcio Vieira;MC;MID;69;22;30270000;L;19;Brasil;70;100;;editado;211000
219;A;776;776|pedrorocha;Curitiba FC;Curitiba FC;Marcos Gomes;CA;ATT;68;20;27580000;R;32;Brasil;70;100;;editado;202000
220;A;776;776|tiagocoser;Curitiba FC;Curitiba FC;Renato Machado;ZAG;DEF;68;29;28760000;R;23;Brasil;70;100;;editado;202000
221;A;776;776|fernandosobral;Curitiba FC;Curitiba FC;Wallace Gomes;MC;MID;68;19;27000000;R;88;Brasil;70;100;;editado;202000
222;A;776;776|vinipaulista;Curitiba FC;Curitiba FC;Wellington Correia;VOL;MID;65;25;25540000;R;36;Brasil;70;100;;editado;175000
223;A;776;776|pedrorangel;Curitiba FC;Curitiba FC;Júlio Almeida;GOL;GK;65;30;22920000;R;22;Brasil;70;100;;editado;175000
224;A;776;776|renatomarques;Curitiba FC;Curitiba FC;Bruno Melo;CA;ATT;65;26;26020000;R;78;Brasil;70;100;;editado;175000
225;A;776;776|brianocampo;Curitiba FC;Curitiba FC;André Rodrigues;PE;ATT;65;24;25050000;R;9;Brasil;70;100;;editado;175000
226;A;776;776|fabinho;Curitiba FC;Curitiba FC;Jonathan Rocha;PD;ATT;65;29;24120000;L;28;Brasil;70;100;;editado;175000
227;A;776;776|wallisson;Curitiba FC;Curitiba FC;Antônio Souza;VOL;MID;64;31;20340000;R;8;Brasil;70;100;;editado;166000
228;A;776;776|rodrigorodrigues;Curitiba FC;Curitiba FC;Sebastião Machado;CA;ATT;60;34;12330000;R;99;Brasil;70;100;;editado;130000
229;A;776;776|keiller;Curitiba FC;Curitiba FC;Vitor Costa;GOL;GK;60;29;16380000;R;13;Brasil;70;100;;editado;130000
230;A;776;776|gustavo;Curitiba FC;Curitiba FC;Júlio Rodrigues;MEI;MID;60;21;16040000;R;39;Brasil;70;100;;editado;130000
231;A;776;776|tinga;Curitiba FC;Curitiba FC;Yuri Andrade;LAD;DEF;59;31;14020000;R;2;Brasil;70;100;;editado;124800
232;A;776;776|joaoalmeida;Curitiba FC;Curitiba FC;Cícero Rocha;LAE;DEF;59;34;11710000;L;16;Brasil;70;100;;editado;124800
233;A;776;776|geovanemeurer;Curitiba FC;Curitiba FC;Leonardo Siqueira;MC;MID;58;28;15470000;L;15;Brasil;70;100;;editado;119600
234;A;776;776|josue;Curitiba FC;Curitiba FC;Kaique Batista;MEI;MID;58;34;11100000;L;10;Brasil;70;100;;editado;119600
235;A;776;776|keno;Curitiba FC;Curitiba FC;Leandro Peixoto;PE;ATT;57;31;12550000;R;20;Brasil;70;100;;editado;114400
236;A;776;776|willianoliveira;Curitiba FC;Curitiba FC;Adriano Araújo;VOL;MID;57;33;11170000;R;29;Brasil;70;100;;editado;114400
237;A;776;776|brunomelo;Curitiba FC;Curitiba FC;Márcio Cardoso;LAE;DEF;55;27;13500000;L;26;Brasil;70;100;;editado;104000
238;A;776;776|eberth;Curitiba FC;Curitiba FC;Jean Gomes;CA;ATT;55;31;11070000;L;21;Brasil;70;100;;editado;104000
239;A;776;776|rodrigomoledo;Curitiba FC;Curitiba FC;André Costa;ZAG;DEF;49;23;7790000;R;4;Brasil;70;100;;editado;74000
240;A;776;776|maicon;Curitiba FC;Curitiba FC;Bruninho;ZAG;DEF;49;24;7940000;R;3;Brasil;70;100;;editado;74000
241;A;609;609|kaiojorge;Raposa Azul;Raposa Azul;Renato Barbosa;CA;ATT;87;29;114660000;R;19;Brasil;70;100;;editado;686000
242;A;609;609|gerson;Raposa Azul;Raposa Azul;Marcos Nascimento;MC;MID;85;28;105050000;L;11;Brasil;70;100;;editado;610000
243;A;609;609|matheuspereira;Raposa Azul;Raposa Azul;Toninho;MEI;MID;83;34;64390000;L;10;Brasil;70;100;;editado;534000
244;A;609;609|christian;Raposa Azul;Raposa Azul;Everton Teixeira;MC;MID;82;34;58910000;R;88;Brasil;70;100;;editado;496000
245;A;609;609|fabriciobruno;Raposa Azul;Raposa Azul;Jean Teixeira;ZAG;DEF;82;24;81310000;R;15;Brasil;70;100;;editado;496000
246;A;609;609|luissinisterra;Raposa Azul;Raposa Azul;Pedrinho;PE;ATT;81;31;63960000;R;17;Brasil;70;100;;editado;458000
247;A;609;609|kauaprates;Raposa Azul;Raposa Azul;Valdirzinho;LAE;DEF;81;22;70910000;L;36;Brasil;70;100;;editado;458000
248;A;609;609|kenyarroyo;Raposa Azul;Raposa Azul;Rafael Peixoto;PD;ATT;81;19;66650000;L;99;Brasil;70;100;;editado;458000
249;A;609;609|jonathanjesus;Raposa Azul;Raposa Azul;Tiago Santos;ZAG;DEF;79;23;61660000;R;34;Brasil;70;100;;editado;400000
250;A;609;609|matheushenrique;Raposa Azul;Raposa Azul;Tião;MC;MID;75;25;50590000;R;8;Brasil;70;100;;editado;320000
251;A;609;609|neiservillarreal;Raposa Azul;Raposa Azul;Denilson Siqueira;CA;ATT;75;24;49640000;R;22;Brasil;70;100;;editado;320000
252;A;609;609|gabrielrojas;Raposa Azul;Raposa Azul;Raiu;LAE;DEF;75;32;40690000;L;27;Brasil;70;100;;editado;320000
253;A;609;609|william;Raposa Azul;Raposa Azul;Tonzinho;LAD;DEF;73;30;39360000;R;12;Brasil;70;100;;editado;280000
254;A;609;609|matheuscunha;Raposa Azul;Raposa Azul;Denilson Rodrigues;GOL;GK;73;25;43850000;R;31;Brasil;70;100;;editado;280000
255;A;609;609|kaiquekenji;Raposa Azul;Raposa Azul;Yuka;PE;ATT;73;26;44670000;R;70;Brasil;70;100;;editado;280000
256;A;609;609|wanderson;Raposa Azul;Raposa Azul;Guguinho;PE;ATT;73;20;39710000;R;94;Brasil;70;100;;editado;280000
257;A;609;609|joaomarcelo;Raposa Azul;Raposa Azul;Tiago Pinto;ZAG;DEF;73;26;44670000;R;43;Brasil;70;100;;editado;280000
258;A;609;609|marquinhos;Raposa Azul;Raposa Azul;Maicon Gomes;PD;ATT;71;31;31570000;L;7;Brasil;70;100;;editado;240000
259;A;609;609|lucasromero;Raposa Azul;Raposa Azul;Denilson Dias;VOL;MID;71;33;28100000;R;29;Brasil;70;100;;editado;240000
260;A;609;609|kauamoraes;Raposa Azul;Raposa Azul;Adriano Santos;LAD;DEF;70;26;34360000;R;2;Brasil;70;100;;editado;220000
261;A;609;609|lucasvillalba;Raposa Azul;Raposa Azul;Vitor Gomes;ZAG;DEF;69;22;30270000;L;25;Brasil;70;100;;editado;211000
262;A;609;609|brunorodrigues;Raposa Azul;Raposa Azul;Raimundo Ribeiro;PE;ATT;66;21;25120000;R;9;Brasil;70;100;;editado;184000
263;A;609;609|japa;Raposa Azul;Raposa Azul;Cícero Cardoso;MC;MID;65;27;26500000;L;77;Brasil;70;100;;editado;175000
264;A;609;609|chicodacosta;Raposa Azul;Raposa Azul;Renato Pinto;CA;ATT;65;28;25310000;R;91;Brasil;70;100;;editado;175000
265;A;609;609|fabrizioperalta;Raposa Azul;Raposa Azul;Nathan Batista;MC;MID;63;33;16860000;R;36;Brasil;70;100;;editado;157000
266;A;609;609|leoaragao;Raposa Azul;Raposa Azul;Vinícius Freitas;GOL;GK;63;31;18940000;R;41;Brasil;70;100;;editado;157000
267;A;609;609|murilorhikman;Raposa Azul;Raposa Azul;Everton Guimarães;VOL;MID;60;22;16360000;R;35;Brasil;70;100;;editado;130000
268;A;609;609|otaviocosta;Raposa Azul;Raposa Azul;Adriano Bezerra;GOL;GK;60;25;17350000;R;81;Brasil;70;100;;editado;130000
269;A;609;609|lucassilva;Raposa Azul;Raposa Azul;Paulo Araújo;VOL;MID;59;28;16330000;R;16;Brasil;70;100;;editado;124800
270;A;609;609|cassio;Raposa Azul;Raposa Azul;Fernando Siqueira;GOL;GK;55;32;10460000;L;1;Brasil;70;100;;editado;104000
271;A;614;614|lucaspaqueta;Urubu da Gávea;Urubu da Gávea;Ricardinho;MEI;MID;89;34;97270000;L;20;Brasil;70;100;;editado;762000
272;A;614;614|pedro;Urubu da Gávea;Urubu da Gávea;Marcos Freitas;CA;ATT;86;29;107380000;R;9;Brasil;70;100;;editado;648000
273;A;614;614|samuellino;Urubu da Gávea;Urubu da Gávea;Thiago Teixeira;PE;ATT;84;30;88230000;R;16;Brasil;70;100;;editado;572000
274;A;614;614|giorgiandearrascaeta;Urubu da Gávea;Urubu da Gávea;Adriano Souza;MEI;MID;83;24;88870000;R;10;Brasil;70;100;;editado;534000
275;A;614;614|jorgecarrascal;Urubu da Gávea;Urubu da Gávea;Everton Cavalcanti;MEI;MID;83;22;85450000;R;15;Brasil;70;100;;editado;534000
276;A;614;614|leoortiz;Urubu da Gávea;Urubu da Gávea;Antônio Correia;ZAG;DEF;82;34;58910000;R;3;Brasil;70;100;;editado;496000
277;A;614;614|leopereira;Urubu da Gávea;Urubu da Gávea;Paulo Tavares;ZAG;DEF;82;20;75050000;L;4;Brasil;70;100;;editado;496000
278;A;614;614|everttonaraujo;Urubu da Gávea;Urubu da Gávea;Robson Dias;VOL;MID;81;32;60450000;R;52;Brasil;70;100;;editado;458000
279;A;614;614|agustinrossi;Urubu da Gávea;Urubu da Gávea;Douglas Pereira;GOL;GK;81;27;78000000;R;1;Brasil;70;100;;editado;458000
280;A;614;614|vitao;Urubu da Gávea;Urubu da Gávea;Cleiton Peixoto;ZAG;DEF;81;26;76580000;R;44;Brasil;70;100;;editado;458000
281;A;614;614|gonzaloplata;Urubu da Gávea;Urubu da Gávea;Samuka;PD;ATT;80;24;66180000;L;19;Brasil;70;100;;editado;420000
282;A;614;614|nicolasdelacruz;Urubu da Gávea;Urubu da Gávea;Sebastião Barbosa;MC;MID;79;30;57520000;R;18;Brasil;70;100;;editado;400000
283;A;614;614|everton;Urubu da Gávea;Urubu da Gávea;Everton Freitas;PE;ATT;78;29;57330000;R;11;Brasil;70;100;;editado;380000
284;A;614;614|luizaraujo;Urubu da Gávea;Urubu da Gávea;Eduardo Santos;PD;ATT;78;24;59560000;L;7;Brasil;70;100;;editado;380000
285;A;614;614|wallaceyan;Urubu da Gávea;Urubu da Gávea;Raimundo Oliveira;CA;ATT;76;27;56000000;R;64;Brasil;70;100;;editado;340000
286;A;614;614|emersonroyal;Urubu da Gávea;Urubu da Gávea;Marcos Pinto;LAD;DEF;76;32;43400000;R;22;Brasil;70;100;;editado;340000
287;A;614;614|andrew;Urubu da Gávea;Urubu da Gávea;Alexinho;GOL;GK;76;25;53960000;R;42;Brasil;70;100;;editado;340000
288;A;614;614|henriquemartins;Urubu da Gávea;Urubu da Gávea;Emerson Souza;MC;MID;76;20;48870000;R;;Brasil;70;100;;editado;340000
289;A;614;614|erickpulgar;Urubu da Gávea;Urubu da Gávea;Leléo;VOL;MID;75;20;45820000;R;5;Brasil;70;100;;editado;320000
290;A;614;614|lorran;Urubu da Gávea;Urubu da Gávea;Diego Moreira;MEI;MID;75;28;50140000;L;38;Brasil;70;100;;editado;320000
291;A;614;614|ayrtonlucas;Urubu da Gávea;Urubu da Gávea;Adrianinho;LAE;DEF;75;31;43050000;L;6;Brasil;70;100;;editado;320000
292;A;614;614|jorginho;Urubu da Gávea;Urubu da Gávea;Robinho Lima;VOL;MID;75;32;40690000;R;21;Brasil;70;100;;editado;320000
293;A;614;614|tiagopereira;Urubu da Gávea;Urubu da Gávea;Márcio Almeida;ZAG;DEF;75;19;44860000;R;;Brasil;70;100;;editado;320000
294;A;614;614|danilo;Urubu da Gávea;Urubu da Gávea;Lucas Peixoto;ZAG;DEF;70;19;29910000;R;13;Brasil;70;100;;editado;220000
295;A;614;614|guillermovarela;Urubu da Gávea;Urubu da Gávea;Kaique Costa;LAD;DEF;65;29;24120000;R;2;Brasil;70;100;;editado;175000
296;A;614;614|alexsandro;Urubu da Gávea;Urubu da Gávea;Samuel Moreira;LAE;DEF;65;29;24120000;L;26;Brasil;70;100;;editado;175000
297;A;614;614|saulniguez;Urubu da Gávea;Urubu da Gávea;Marcos Costa;MC;MID;65;28;25310000;L;8;Brasil;70;100;;editado;175000
298;A;614;614|joaosouza;Urubu da Gávea;Urubu da Gávea;Thiago Guimarães;ZAG;DEF;63;32;17900000;R;27;Brasil;70;100;;editado;157000
299;A;614;614|brunohenrique;Urubu da Gávea;Urubu da Gávea;José Gomes;CA;ATT;63;31;18940000;R;27;Brasil;70;100;;editado;157000
300;A;614;614|dyogoalves;Urubu da Gávea;Urubu da Gávea;Maicon Nascimento;GOL;GK;59;23;15860000;R;49;Brasil;70;100;;editado;124800
301;A;2462;2462|martinelli;Guerreiros FC;Guerreiros FC;Lucas Souza;VOL;MID;84;29;92820000;R;8;Brasil;70;100;;editado;572000
302;A;2462;2462|hercules;Guerreiros FC;Guerreiros FC;Pedro Peixoto;MC;MID;84;22;92730000;R;35;Brasil;70;100;;editado;572000
303;A;2462;2462|johnkennedy;Guerreiros FC;Guerreiros FC;Igor Teixeira;CA;ATT;80;30;60550000;R;9;Brasil;70;100;;editado;420000
304;A;2462;2462|jeffersonsavarino;Guerreiros FC;Guerreiros FC;Márcio Andrade;MEI;MID;79;26;65290000;R;11;Brasil;70;100;;editado;400000
305;A;2462;2462|agustincanobbio;Guerreiros FC;Guerreiros FC;Pedro Nascimento;PD;ATT;79;19;56830000;R;17;Brasil;70;100;;editado;400000
306;A;2462;2462|rodrigocastillo;Guerreiros FC;Guerreiros FC;Emerson Rodrigues;CA;ATT;77;33;43440000;R;19;Brasil;70;100;;editado;360000
307;A;2462;2462|guilhermearana;Guerreiros FC;Guerreiros FC;Pedro Santos;LAE;DEF;77;32;46110000;L;13;Brasil;70;100;;editado;360000
308;A;2462;2462|facundobernal;Guerreiros FC;Guerreiros FC;Jean Santos;VOL;MID;77;22;54090000;R;5;Brasil;70;100;;editado;360000
309;A;2462;2462|riquelme;Guerreiros FC;Guerreiros FC;André Santos;PD;ATT;77;33;43440000;L;28;Brasil;70;100;;editado;360000
310;A;2462;2462|kevinserna;Guerreiros FC;Guerreiros FC;Marcinho;PD;ATT;76;20;48870000;R;90;Brasil;70;100;;editado;340000
311;A;2462;2462|lucianoacosta;Guerreiros FC;Guerreiros FC;Emerson Machado;MEI;MID;76;26;54980000;R;32;Brasil;70;100;;editado;340000
312;A;2462;2462|juanpablofreytes;Guerreiros FC;Guerreiros FC;Ricardo Nunes;ZAG;DEF;76;34;38360000;L;22;Brasil;70;100;;editado;340000
313;A;2462;2462|julianmillan;Guerreiros FC;Guerreiros FC;Antônio Lima;ZAG;DEF;74;34;33560000;L;29;Brasil;70;100;;editado;300000
314;A;2462;2462|yefersonsoteldo;Guerreiros FC;Guerreiros FC;Francisco Tavares;PE;ATT;74;34;33560000;R;7;Brasil;70;100;;editado;300000
315;A;2462;2462|jemmes;Guerreiros FC;Guerreiros FC;Denilson Andrade;ZAG;DEF;73;30;39360000;R;3;Brasil;70;100;;editado;280000
316;A;2462;2462|ignacio;Guerreiros FC;Guerreiros FC;Everton Monteiro;ZAG;DEF;70;26;34360000;R;4;Brasil;70;100;;editado;220000
317;A;2462;2462|nonato;Guerreiros FC;Guerreiros FC;Felipão;MC;MID;70;23;32450000;R;16;Brasil;70;100;;editado;220000
318;A;2462;2462|guga;Guerreiros FC;Guerreiros FC;Wallace Lima;LAD;DEF;70;27;35000000;R;23;Brasil;70;100;;editado;220000
319;A;2462;2462|igorrabello;Guerreiros FC;Guerreiros FC;João Vieira;ZAG;DEF;67;33;21830000;R;21;Brasil;70;100;;editado;193000
320;A;2462;2462|otavio;Guerreiros FC;Guerreiros FC;Emerson Correia;VOL;MID;66;31;23120000;R;94;Brasil;70;100;;editado;184000
321;A;2462;2462|davidterans;Guerreiros FC;Guerreiros FC;Vitor Peixoto;MEI;MID;65;21;23610000;L;3;Brasil;70;100;;editado;175000
322;A;2462;2462|hulk;Guerreiros FC;Guerreiros FC;Raimundo Almeida;CA;ATT;65;21;23610000;L;7;Brasil;70;100;;editado;175000
323;A;2462;2462|alisson;Guerreiros FC;Guerreiros FC;Elias Tavares;MC;MID;63;25;22260000;R;25;Brasil;70;100;;editado;157000
324;A;2462;2462|thiagosilva;Guerreiros FC;Guerreiros FC;Carlos Santos;ZAG;DEF;60;34;12330000;R;3;Brasil;70;100;;editado;130000
325;A;2462;2462|germancano;Guerreiros FC;Guerreiros FC;Adriano Cavalcanti;CA;ATT;60;33;13140000;R;14;Brasil;70;100;;editado;130000
326;A;2462;2462|vitoreudes;Guerreiros FC;Guerreiros FC;Samuel Bezerra;GOL;GK;59;25;16480000;R;98;Brasil;70;100;;editado;124800
327;A;2462;2462|rene;Guerreiros FC;Guerreiros FC;Fernando Tavares;LAE;DEF;59;22;15550000;L;6;Brasil;70;100;;editado;124800
328;A;2462;2462|juliofidelis;Guerreiros FC;Guerreiros FC;Sebá;LAD;DEF;57;26;15020000;R;46;Brasil;70;100;;editado;114400
329;A;2462;2462|ganso;Guerreiros FC;Guerreiros FC;Antônio Martins;MEI;MID;57;28;14610000;L;10;Brasil;70;100;;editado;114400
330;A;2462;2462|marcelopitaluga;Guerreiros FC;Guerreiros FC;Sebastião Cardoso;GOL;GK;54;20;11000000;R;27;Brasil;70;100;;editado;98800
331;A;210;210|gabrielmec;Tricolor Gaúcho;Tricolor Gaúcho;Igor Costa;MEI;MID;84;33;74460000;B;37;Brasil;70;100;;editado;572000
332;A;210;210|juannardoni;Tricolor Gaúcho;Tricolor Gaúcho;José Peixoto;MC;MID;80;28;66850000;R;5;Brasil;70;100;;editado;420000
333;A;210;210|tete;Tricolor Gaúcho;Tricolor Gaúcho;Ricardo Gomes;PD;ATT;80;24;66180000;L;21;Brasil;70;100;;editado;420000
334;A;210;210|francisamuzu;Tricolor Gaúcho;Tricolor Gaúcho;Eduardo Guimarães;PE;ATT;80;22;63640000;R;9;Brasil;70;100;;editado;420000
335;A;210;210|carlosvinicius;Tricolor Gaúcho;Tricolor Gaúcho;Kaique Machado;CA;ATT;78;31;51660000;L;95;Brasil;70;100;;editado;380000
336;A;210;210|leonelperez;Tricolor Gaúcho;Tricolor Gaúcho;Robinho Rodrigues;VOL;MID;77;20;51930000;R;33;Brasil;70;100;;editado;360000
337;A;210;210|ericknoriega;Tricolor Gaúcho;Tricolor Gaúcho;Rafael Araújo;VOL;MID;76;21;49890000;R;19;Brasil;70;100;;editado;340000
338;A;210;210|gustavomartins;Tricolor Gaúcho;Tricolor Gaúcho;Leandro Cardoso;ZAG;DEF;75;27;52500000;R;53;Brasil;70;100;;editado;320000
339;A;210;210|marlon;Tricolor Gaúcho;Tricolor Gaúcho;Gabo;LAE;DEF;75;34;35960000;L;23;Brasil;70;100;;editado;320000
340;A;210;210|mathiasvillasanti;Tricolor Gaúcho;Tricolor Gaúcho;Vitor Batista;VOL;MID;75;22;47730000;R;20;Brasil;70;100;;editado;320000
341;A;210;210|miguelmonsalve;Tricolor Gaúcho;Tricolor Gaúcho;Lucão;MEI;MID;74;30;42380000;R;11;Brasil;70;100;;editado;300000
342;A;210;210|joseenamorado;Tricolor Gaúcho;Tricolor Gaúcho;Alex Guimarães;PD;ATT;73;25;43850000;R;99;Brasil;70;100;;editado;280000
343;A;210;210|wagnerleonardo;Tricolor Gaúcho;Tricolor Gaúcho;Douglas Souza;ZAG;DEF;73;21;40540000;L;3;Brasil;70;100;;editado;280000
344;A;210;210|riquelme;Tricolor Gaúcho;Tricolor Gaúcho;Nathan Pereira;MEI;MID;70;33;25550000;R;65;Brasil;70;100;;editado;220000
345;A;210;210|pedrogabriel;Tricolor Gaúcho;Tricolor Gaúcho;Gustavo Batista;LAE;DEF;70;34;23980000;L;54;Brasil;70;100;;editado;220000
346;A;210;210|caiopaulista;Tricolor Gaúcho;Tricolor Gaúcho;Kaique Farias;LAE;DEF;70;23;32450000;L;38;Brasil;70;100;;editado;220000
347;A;210;210|cristianpavon;Tricolor Gaúcho;Tricolor Gaúcho;Ricardo Dias;LAD;DEF;69;32;25810000;R;7;Brasil;70;100;;editado;211000
348;A;210;210|gabrielgrando;Tricolor Gaúcho;Tricolor Gaúcho;João Peixoto;GOL;GK;68;33;23070000;R;12;Brasil;70;100;;editado;202000
349;A;210;210|joaopedro;Tricolor Gaúcho;Tricolor Gaúcho;Rodrigo Santos;LAD;DEF;68;33;23070000;R;18;Brasil;70;100;;editado;202000
350;A;210;210|martinbraithwaite;Tricolor Gaúcho;Tricolor Gaúcho;João Siqueira;CA;ATT;65;22;24090000;R;22;Brasil;70;100;;editado;175000
351;A;210;210|adriel;Tricolor Gaúcho;Tricolor Gaúcho;Everton Barbosa;GOL;GK;64;33;18100000;R;36;Brasil;70;100;;editado;166000
352;A;210;210|fabianbalbuena;Tricolor Gaúcho;Tricolor Gaúcho;Vinícius Peixoto;ZAG;DEF;64;24;23450000;R;2;Brasil;70;100;;editado;166000
